player_id,player_name,season,completions_total,attempts_total,passing_yards_total,passing_tds_total,interceptions_total,sacks_total,sack_yards_total,passing_air_yards_total,passing_yards_after_catch_total,passing_first_downs_total,carries_total,rushing_yards_total,rushing_tds_total,rushing_fumbles_total,rushing_first_downs_total,receptions_total,targets_total,receiving_yards_total,receiving_tds_total,receiving_air_yards_total,receiving_yards_after_catch_total,receiving_first_downs_total,fantasy_points_total,fantasy_points_ppr_total,games_played,completions_avg,attempts_avg,passing_yards_avg,passing_tds_avg,interceptions_avg,sacks_avg,sack_yards_avg,passing_air_yards_avg,passing_yards_after_catch_avg,passing_first_downs_avg,passing_epa_avg,pacr_avg,carries_avg,rushing_yards_avg,rushing_tds_avg,rushing_fumbles_avg,rushing_first_downs_avg,rushing_epa_avg,receptions_avg,targets_avg,receiving_yards_avg,receiving_tds_avg,receiving_air_yards_avg,receiving_yards_after_catch_avg,receiving_first_downs_avg,receiving_2pt_conversions_avg,racr_avg,target_share_avg,air_yards_share_avg,wopr_avg,fantasy_points_avg,fantasy_points_ppr_avg,position,green_zone_carries,HVTs,avg_pass_epa_deep_left,avg_pass_epa_deep_middle,avg_pass_epa_deep_right,avg_pass_epa_short_left,avg_pass_epa_short_middle,avg_pass_epa_short_right,avg_rec_epa_rec_deep_left,avg_rec_epa_rec_deep_middle,avg_rec_epa_rec_deep_right,avg_rec_epa_rec_short_left,avg_rec_epa_rec_short_middle,avg_rec_epa_rec_short_right,pct_targets_rec_deep_left,pct_targets_rec_deep_middle,pct_targets_rec_deep_right,pct_targets_rec_short_left,pct_targets_rec_short_middle,pct_targets_rec_short_right,total_tackled_for_loss,total_rb_carries,pct_carries_tackled_for_loss,routes,yprr,down_1_position,down_1_team,down_1_attempts,down_1_completions,down_1_passing_yards,down_1_passing_first_downs,down_1_carries,down_1_rushing_yards,down_1_rushing_first_downs,down_1_targets,down_1_receptions,down_1_receiving_yards,down_1_receiving_first_downs,down_1_team_carries_in_played_games,down_1_team_targets_in_played_games,down_1_team_receptions_in_played_games,down_1_team_rush_fd_in_played_games,down_1_team_rec_fd_in_played_games,down_1_games_played,down_1_team_carries_all_games,down_1_team_targets_all_games,down_1_team_receptions_all_games,down_1_yards_per_pass_attempt,down_1_yards_per_completion,down_1_yards_per_carry,down_1_yards_per_target,down_1_yards_per_reception,down_1_pass_attempts_per_game,down_1_completions_per_game,down_1_passing_yards_per_game,down_1_passing_first_downs_per_game,down_1_carries_per_game,down_1_rushing_yards_per_game,down_1_rushing_first_downs_per_game,down_1_targets_per_game,down_1_receptions_per_game,down_1_receiving_yards_per_game,down_3_position,down_3_team,down_3_attempts,down_3_completions,down_3_passing_yards,down_3_passing_first_downs,down_3_carries,down_3_rushing_yards,down_3_rushing_first_downs,down_3_targets,down_3_receptions,down_3_receiving_yards,down_3_receiving_first_downs,down_3_team_carries_in_played_games,down_3_team_targets_in_played_games,down_3_team_receptions_in_played_games,down_3_team_rush_fd_in_played_games,down_3_team_rec_fd_in_played_games,down_3_games_played,down_3_team_carries_all_games,down_3_team_targets_all_games,down_3_team_receptions_all_games,down_3_yards_per_pass_attempt,down_3_yards_per_completion,down_3_yards_per_carry,down_3_yards_per_target,down_3_yards_per_reception,down_3_pass_attempts_per_game,down_3_completions_per_game,down_3_passing_yards_per_game,down_3_passing_first_downs_per_game,down_3_carries_per_game,down_3_rushing_yards_per_game,down_3_rushing_first_downs_per_game,down_3_targets_per_game,down_3_receptions_per_game,down_3_receiving_yards_per_game,routes_per_game,TPRR,firstDPRR
00-0037331,Zander Horvath,2022,0,0,0,0,0,0,0,0,0,0,4,8,0,0,2,5,8,8,2,6,1,2,13.6,18.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.25,0.028,0.625,1,1,0.25,0.75,0.125,0.25,0,0.233,0.025,0.002,0.039,1.7,2.325,RB,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,32,0.25,RB,LAC,0,0,0,0,1,3,0,2,0,0,0,51,40,23,6,10,3,232,260,175,0,0,3,0,0,0,0,0,0,0.333,3,0,0.667,0,0,RB,LAC,0,0,0,0,3,5,2,2,2,1,1,22,38,21,14,14,4,57,200,118,0,0,1.667,0.5,0.5,0,0,0,0,0.75,1.667,0.5,0.5,0.5,0.25,4,0.25,0.062
00-0037348,Tanner Conner,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,10,0,0,0,0,0.038,0.032,0.079,0,0,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-1.128,-0.766,0,0,0,0,0.333,0.667,NA,NA,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,0.273,0
00-0037355,Braylon Sanders,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,17,0,42,3,0,-0.3,1.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,8.5,0,21,1.5,0,0,0.607,0.046,0.074,0.121,-0.15,0.85,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.529,0,0,-4.982,-0.438,0,0.333,0,0,0.333,0.333,NA,NA,NA,19,0.89,WR,MIA,0,0,0,0,0,0,0,2,1,13,0,32,24,18,7,11,2,231,231,155,0,0,0,6.5,13,0,0,0,0,0,NA,0,1,0.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,0.158,0
00-0037382,Brandon Johnson,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,42,1,180,13,2,10.2,16.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.5,10.5,0.25,45,3.25,0.5,0,0.212,0.111,0.255,0.344,2.55,4.05,WR,NA,NA,NA,NA,NA,NA,NA,NA,-0.755,0,-0.919,0.195,-4.103,-0.208,0.071,0,0.286,0.214,0.143,0.286,NA,NA,NA,128,0.33,WR,DEN,0,0,0,0,0,0,0,3,2,14,1,32,29,21,6,7,2,227,241,133,0,0,0,4.667,7,0,0,0,0,0,NA,0,1.5,1,7,WR,DEN,0,0,0,0,0,0,0,8,3,21,1,13,29,14,7,7,3,52,179,85,0,0,0,2.625,7,0,0,0,0,0,NA,0,2.667,1,7,32,0.109,0.016
00-0037387,Jalen Virgil,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,75,1,70,43,2,13.5,15.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.25,18.75,0.25,17.5,10.75,0.5,0,1.01,0.035,0.052,0.089,3.375,3.875,WR,NA,NA,NA,NA,NA,NA,NA,NA,6.557,-0.417,0,-0.178,0,0,0.2,0.2,0,0.6,0,0,NA,NA,NA,43,1.74,WR,DEN,0,0,0,0,0,0,0,1,0,0,0,11,13,8,2,3,1,227,241,133,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,WR,DEN,0,0,0,0,0,0,0,1,1,66,1,2,15,5,1,3,1,52,179,85,0,0,0,66,66,0,0,0,0,0,NA,0,1,1,66,10.75,0.116,0.047
00-0037393,JoJo Domann,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,LB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0037429,Raheem Blackshear,2022,0,0,0,0,0,0,0,0,0,0,23,77,3,0,7,10,12,93,0,-22,105,3,35,45,10,0,0,0,0,0,0,0,0,0,0,0,0,2.3,7.7,0.3,0,0.7,0.127,1,1.2,9.3,0,-2.2,10.5,0.3,0,-5.051,0.048,-0.017,0.06,3.5,4.5,RB,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,23,0.217,47,1.98,RB,CAR,0,0,0,0,12,43,2,3,2,12,0,121,66,39,18,15,7,228,196,98,0,0,3.583,4,6,0,0,0,0,1.714,3.583,0.286,0.429,0.286,1.714,RB,CAR,0,0,0,0,2,5,2,3,2,21,0,18,29,10,10,3,4,70,132,66,0,0,2.5,7,10.5,0,0,0,0,0.5,2.5,0.5,0.75,0.5,5.25,4.7,0.255,0.064
00-0037456,Troy Hairston,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,0,8,10,0,1.9,6.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714,1.143,2.714,0,1.143,1.429,0,0,1.012,0.036,0.005,0.058,0.271,0.986,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0.58,RB,HOU,0,0,0,0,0,0,0,6,4,14,0,78,75,49,4,18,6,207,228,145,0,0,0,2.333,3.5,0,0,0,0,0,NA,0,1,0.667,2.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.714,0.242,0
00-0037475,Stone Smartt,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,17,0,23,7,1,1.7,5.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,1.667,5.667,0,7.667,2.333,0.333,0,1.233,0.041,0.025,0.078,0.567,1.9,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0.35,TE,LAC,0,0,0,0,0,0,0,2,1,-2,0,11,19,10,0,6,1,232,260,175,0,0,0,-1,-2,0,0,0,0,0,NA,0,2,1,-2,TE,LAC,0,0,0,0,0,0,0,2,2,14,1,9,23,17,7,10,2,57,200,118,0,0,0,7,7,0,0,0,0,0,NA,0,1,1,7,16,0.104,0.021
00-0037487,Deven Thompkins,2022,0,0,0,0,0,0,0,0,0,0,2,26,0,0,1,5,10,32,0,79,32,1,5.8,10.8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0.5,0.999,2.5,5,16,0,39.5,16,0.5,0,1.042,0.148,0.207,0.367,2.9,5.4,WR,NA,NA,NA,NA,NA,NA,NA,NA,-0.631,0,-2.528,-0.519,-0.552,-0.224,0.2,0,0.1,0.1,0.1,0.5,NA,NA,NA,39,0.82,WR,TB,0,0,0,0,2,26,1,3,2,9,0,27,26,18,2,7,2,220,277,183,0,0,13,3,4.5,0,0,0,0,1,13,0.5,1.5,1,4.5,WR,TB,0,0,0,0,0,0,0,2,1,5,0,1,12,10,1,5,1,47,199,114,0,0,0,2.5,5,0,0,0,0,0,NA,0,2,1,5,19.5,0.256,0.026
00-0037500,Ryan Wright,2022,1,2,13,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.52,2,0.5,1,6.5,0,0,0,0,10.5,0,0.5,-0.205,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.26,P,NA,NA,0,0,0,-3.772,0,3.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0037525,Jordan Mason,2022,0,0,0,0,0,0,0,0,0,0,43,258,1,0,10,0,0,0,0,0,0,0,31.8,31.8,8,0,0,0,0,0,0,0,0,0,0,0,0,5.375,32.25,0.125,0,1.25,0.37,0,0,0,0,0,0,0,0,0,0,0,0,3.975,3.975,RB,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,43,0.093,NA,NA,RB,SF,0,0,0,0,27,141,4,0,0,0,0,138,91,63,20,32,8,280,196,130,0,0,5.222,0,0,0,0,0,0,3.375,5.222,0.5,0,0,0,RB,SF,0,0,0,0,3,63,1,0,0,0,0,11,26,14,6,12,3,56,155,95,0,0,21,0,0,0,0,0,0,1,21,0.333,0,0,0,NA,NA,NA
00-0037545,Rashid Shaheed,2022,0,0,0,0,0,0,0,0,0,0,4,57,1,0,2,28,34,488,2,397,175,18,72.5,100.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0.364,5.182,0.091,0,0.182,0.417,2.545,3.091,44.364,0.182,36.091,15.909,1.636,0,1.258,0.136,0.178,0.329,6.591,9.136,WR,NA,NA,NA,NA,NA,NA,NA,NA,1.264,4.41,1.571,0.57,-0.335,0.276,0.088,0.088,0.118,0.235,0.059,0.412,NA,NA,NA,188,2.6,WR,NO,0,0,0,0,1,7,0,16,14,122,6,116,60,42,12,22,7,246,202,136,0,0,7,7.625,8.714,0,0,0,0,0.143,7,0,2.286,2,17.429,WR,NO,0,0,0,0,0,0,0,10,7,138,6,25,67,35,13,21,7,54,165,90,0,0,0,13.8,19.714,0,0,0,0,0,NA,0,1.429,1,19.714,17.091,0.181,0.096
00-0037557,Ronnie Rivers,2022,0,0,0,0,0,0,0,0,0,0,9,21,0,0,1,5,5,29,0,-26,55,1,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,4.5,10.5,0,0,0.5,-1.847,2.5,2.5,14.5,0,-13,27.5,0.5,0,-2.091,0.079,-0.093,0.053,2.5,5,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,13,2.23,RB,LA,0,0,0,0,6,17,0,2,2,21,1,24,29,22,1,10,2,223,210,133,0,0,2.833,10.5,10.5,0,0,0,0,3,2.833,0,1,1,10.5,RB,LA,0,0,0,0,1,1,1,1,1,-2,0,3,10,7,2,6,1,56,156,82,0,0,1,-2,-2,0,0,0,0,1,1,1,1,1,-2,6.5,0.385,0.077
00-0037563,Malik Davis,2022,0,0,0,0,0,0,0,0,0,0,38,161,1,0,6,6,7,63,0,-7,65,5,28.4,34.4,6,0,0,0,0,0,0,0,0,0,0,0,0,6.333,26.833,0.167,0,1,-0.584,1,1.167,10.5,0,-1.167,10.833,0.833,0,0.472,0.038,-0.008,0.051,4.733,5.733,RB,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,38,0.158,30,2.1,RB,DAL,0,0,0,0,20,61,1,0,0,0,0,94,80,52,10,15,6,283,201,130,0,0,3.05,0,0,0,0,0,0,3.333,3.05,0.167,0,0,0,RB,DAL,0,0,0,0,4,42,3,4,3,27,3,25,47,26,18,22,5,72,159,77,0,0,10.5,6.75,9,0,0,0,0,0.8,10.5,0.6,0.8,0.6,5.4,5,0.233,0.167
00-0037569,Peyton Hendershot,2022,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,11,16,103,2,109,47,8,28.5,39.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.222,0.111,0,0.111,0.126,1.222,1.778,11.444,0.222,12.111,5.222,0.889,0,0.44,0.056,0.041,0.113,3.167,4.389,TE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,0.92,TE,DAL,0,0,0,0,0,0,0,5,3,50,3,67,54,37,8,21,4,283,201,130,0,0,0,10,16.667,0,0,0,0,0,NA,0,1.25,0.75,12.5,TE,DAL,0,0,0,0,0,0,0,3,1,4,0,12,26,9,9,5,3,72,159,77,0,0,0,1.333,4,0,0,0,0,0,NA,0,1,0.333,1.333,12.444,0.143,0.071
00-0037570,Dennis Houston,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,16,0,79,6,0,1.6,3.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,39.5,3,0,0,0.111,0.078,0.119,0.2,0.8,1.8,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.659,-0.011,0,-1.241,0,0,0.333,0.167,0,0.5,NA,NA,NA,48,0.33,WR,DAL,0,0,0,0,0,0,0,1,0,0,0,12,11,4,0,1,1,283,201,130,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,WR,DAL,0,0,0,0,0,0,0,1,0,0,0,0,10,3,0,3,1,72,159,77,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,24,0.125,0
00-0037594,Julius Chestnut,2022,0,0,0,0,0,0,0,0,0,0,9,12,0,0,1,3,3,41,0,2,39,1,5.3,8.3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0.333,-1.662,1,1,13.667,0,0.667,13,0.333,0,-4.833,0.026,0.002,0.041,1.767,2.767,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,0.333,18,2.28,RB,TEN,0,0,0,0,5,5,0,2,2,37,1,38,40,22,6,11,3,276,156,93,0,0,1,18.5,18.5,0,0,0,0,1.667,1,0,0.667,0.667,12.333,RB,TEN,0,0,0,0,1,5,1,1,1,4,0,3,21,10,2,7,2,55,164,80,0,0,5,4,4,0,0,0,0,0.5,5,0.5,0.5,0.5,2,6,0.167,0.056
00-0037617,Hassan Haskins,2022,0,0,0,0,0,0,0,0,0,0,25,93,0,0,5,11,12,57,0,-6,58,2,15,26,7,0,0,0,0,0,0,0,0,0,0,0,0,3.571,13.286,0,0,0.714,-0.35,1.571,1.714,8.143,0,-0.857,8.286,0.286,0,-0.706,0.071,0.008,0.113,2.143,3.714,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,0,81,0.7,RB,TEN,0,0,0,0,12,47,2,3,2,7,0,83,46,22,9,14,5,276,156,93,0,0,3.917,2.333,3.5,0,0,0,0,2.4,3.917,0.4,0.6,0.4,1.4,RB,TEN,0,0,0,0,5,20,2,5,5,19,1,23,68,32,12,18,7,55,164,80,0,0,4,3.8,3.8,0,0,0,0,0.714,4,0.286,0.714,0.714,2.714,11.571,0.148,0.025
00-0037664,Alec Pierce,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,78,593,2,914,113,28,71.3,112.3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.562,4.875,37.062,0.125,57.125,7.062,1.75,0,0.767,0.146,0.271,0.409,4.456,7.019,WR,NA,NA,NA,NA,NA,NA,NA,NA,-0.409,2.588,1.445,-0.036,-0.117,0.109,0.064,0.013,0.167,0.321,0.154,0.282,NA,NA,NA,478,1.24,WR,IND,0,0,0,0,0,0,0,26,11,180,6,195,183,115,16,40,14,248,228,136,0,0,0,6.923,16.364,0,0,0,0,0,NA,0,1.857,0.786,12.857,WR,IND,0,0,0,0,0,0,0,23,12,160,9,36,142,76,15,45,13,45,183,102,0,0,0,6.957,13.333,0,0,0,0,0,NA,0,1.769,0.923,12.308,29.875,0.163,0.059
00-0037666,Jalen Tolbert,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,0,45,2,0,1.2,3.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,6,0,22.5,1,0,0,0.624,0.05,0.1,0.145,0.6,1.6,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-1.019,0.548,0,-0.216,0,0,0.333,0.333,0,0.333,NA,NA,NA,40,0.3,WR,DAL,0,0,0,0,0,0,0,1,1,8,0,19,9,8,2,1,1,283,201,130,0,0,0,8,8,0,0,0,0,0,NA,0,1,1,8,WR,DAL,0,0,0,0,0,0,0,1,0,0,0,4,9,3,4,1,1,72,159,77,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,20,0.075,0
00-0037708,Maurice Alexander,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,3,4,0,0.7,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,3,4,0,0,2.333,0.027,0.011,0.048,0.7,1.7,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-0.663,0,0,0,0,0,1,0,NA,NA,NA,5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WR,DET,0,0,0,0,0,0,0,1,1,7,0,0,9,8,0,4,1,57,155,96,0,0,0,7,7,0,0,0,0,0,NA,0,1,1,7,5,0.2,0
00-0037740,Garrett Wilson,2022,0,1,0,0,0,0,0,9,0,0,4,4,0,1,0,83,147,1103,4,1548,384,56,132.7,215.7,17,0,0.059,0,0,0,0,0,0.529,0,0,-0.029,0,0.235,0.235,0,0.059,0,-0.133,4.882,8.647,64.882,0.235,91.059,22.588,3.294,0,1.05,0.254,0.303,0.593,7.806,12.688,WR,NA,NA,0,0,0,0,0,-0.493,0.443,0.073,0.49,-0.207,0.678,0.207,0.109,0.034,0.082,0.265,0.184,0.327,NA,NA,NA,595,1.85,WR,NYJ,1,0,0,0,3,4,0,44,24,386,16,193,186,105,23,50,14,232,223,120,0,0,1.333,8.773,16.083,0.071,0,0,0,0.214,1.333,0,3.143,1.714,27.571,WR,NYJ,0,0,0,0,0,0,0,42,27,315,18,39,174,90,19,59,15,48,192,98,0,0,0,7.5,11.667,0,0,0,0,0,NA,0,2.8,1.8,21,35,0.247,0.094
00-0037741,Jahan Dotson,2022,0,0,0,0,0,0,0,0,0,0,2,-7,0,0,0,35,61,523,7,853,137,26,95.6,130.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0.167,-0.583,0,0,0,-0.148,2.917,5.083,43.583,0.583,71.083,11.417,2.167,0.083,0.657,0.157,0.256,0.414,7.967,10.883,WR,NA,NA,NA,NA,NA,NA,NA,NA,0.98,2.908,0.015,-0.713,0.835,0.418,0.066,0.033,0.213,0.131,0.131,0.426,NA,NA,NA,376,1.39,WR,WAS,0,0,0,0,2,-7,0,24,13,239,8,176,122,75,16,31,10,278,218,133,0,0,-3.5,9.958,18.385,0,0,0,0,0.2,-3.5,0,2.4,1.3,23.9,WR,WAS,0,0,0,0,0,0,0,20,10,120,8,27,110,59,13,36,10,52,178,90,0,0,0,6,12,0,0,0,0,0,NA,0,2,1,12,31.333,0.162,0.069
00-0037742,Treylon Burks,2022,0,0,0,0,0,0,0,0,0,0,4,47,0,0,3,33,54,444,1,624,165,19,55.1,88.1,11,0,0,0,0,0,0,0,0,0,0,0,0,0.364,4.273,0,0,0.273,0.331,3,4.909,40.364,0.091,56.727,15,1.727,0,0.689,0.172,0.251,0.434,5.009,8.009,WR,NA,NA,NA,NA,NA,NA,NA,NA,-0.337,1.069,1.004,-0.101,0.14,-0.097,0.093,0.093,0.037,0.278,0.185,0.315,NA,NA,NA,254,1.75,WR,TEN,0,0,0,0,2,28,1,20,14,226,7,148,83,50,14,29,9,276,156,93,0,0,14,11.3,16.143,0,0,0,0,0.222,14,0.111,2.222,1.556,25.111,WR,TEN,0,0,0,0,1,4,1,14,8,125,6,28,99,48,15,34,9,55,164,80,0,0,4,8.929,15.625,0,0,0,0,0.111,4,0.111,1.556,0.889,13.889,23.091,0.213,0.075
00-0037744,Trey McBride,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,39,265,1,241,117,12,32.5,61.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.222,4.333,29.444,0.111,26.778,13,1.333,0,1.627,0.121,0.092,0.246,3.611,6.833,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317,0.84,TE,ARI,0,0,0,0,0,0,0,11,7,60,2,100,89,52,7,15,7,245,233,147,0,0,0,5.455,8.571,0,0,0,0,0,NA,0,1.571,1,8.571,TE,ARI,0,0,0,0,0,0,0,4,3,23,1,14,34,20,9,10,4,59,174,90,0,0,0,5.75,7.667,0,0,0,0,0,NA,0,1,0.75,5.75,35.222,0.123,0.038
00-0037745,Velus Jones,2022,0,0,0,0,0,0,0,0,0,0,9,103,1,1,5,7,14,107,1,234,37,4,31,38,9,0,0,0,0,0,0,0,0,0,0,0,0,1,11.444,0.111,0.111,0.556,0.237,0.778,1.556,11.889,0.111,26,4.111,0.444,0,0.172,0.067,0.148,0.204,3.444,4.222,WR,NA,NA,NA,NA,NA,NA,NA,NA,0.149,0,0.057,-0.487,0.105,0,0.214,0,0.214,0.357,0.214,0,NA,NA,NA,71,1.51,WR,CHI,0,0,0,0,6,64,2,5,3,56,2,88,75,46,8,17,7,252,167,90,0,0,10.667,11.2,18.667,0,0,0,0,0.857,10.667,0.286,0.714,0.429,8,WR,CHI,0,0,0,0,0,0,0,5,3,23,1,17,23,13,9,4,3,92,128,65,0,0,0,4.6,7.667,0,0,0,0,0,NA,0,1.667,1,7.667,7.889,0.197,0.056
00-0037746,Brian Robinson,2022,0,0,0,0,0,0,0,0,0,0,205,797,2,2,49,9,12,60,1,-11,72,3,103.7,112.7,12,0,0,0,0,0,0,0,0,0,0,0,0,17.083,66.417,0.167,0.167,4.083,-0.52,0.75,1,5,0.083,-0.917,6,0.25,0,-0.147,0.036,-0.004,0.05,8.642,9.392,RB,14,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,205,0.059,83,0.72,RB,WAS,0,0,0,0,116,442,10,4,2,10,1,201,143,91,16,43,12,278,218,133,0,0,3.81,2.5,5,0,0,0,0,9.667,3.81,0.833,0.333,0.167,0.833,RB,WAS,0,0,0,0,18,52,12,0,0,0,0,36,102,50,20,31,10,52,178,90,0,0,2.889,0,0,0,0,0,0,1.8,2.889,1.2,0,0,0,6.917,0.145,0.036
